lang,label,sentence
ca,ocp:play,voldria escoltar música pop
ca,ocp:play,si us plau reprodueix boig per tu de sau
ca,ocp:play,si us plau selecciona la primera cançó de la meva biblioteca d'itunes
ca,ocp:play,posa así bailaba
ca,ocp:play,posa la cançó que escolto més
ca,ocp:play,m'agradaria escoltar una mica de música rap
ca,ocp:play,posa la meva llista aleatòria si us plau
ca,ocp:play,pots reproduir pere tàpias
ca,ocp:play,si us plau posa la cançó boig per tu
ca,ocp:play,vull escoltar bon dia dels pets
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,explica'm l'acudit més divertit que s'ha explicat mai
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,m'agradaria escoltar alguns acudits bons i graciosos
ca,ocp:play,posa bon dia de els pets
ca,ocp:play,posa la cançó bicicletes
ca,ocp:play,reprodueix la cançó spaceman de david bowie
ca,ocp:play,dóna'm algunes bones cançons
ca,ocp:play,posa la següent cançó
ca,ocp:play,comença la llista de reproducció per passejar el gos
ca,ocp:play,posa els meus preferits
ca,ocp:play,posa'm una cançó de santana
ca,ocp:play,reprodueix totes les cançons de joan dausà
ca,ocp:play,fica cançons de lax'n'busto
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,estàs al corrent aquest acudit
ca,ocp:play,posa la meva banda sonora
ca,ocp:play,música els pets
ca,common_query:common_query,qui ha guanyat les eleccions generals aquest any
ca,ocp:play,olly posa si tu te'n vas
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,quin és l'acudit més graciós de tots
ca,ocp:play,afegeix aquesta cançó com a següent
ca,ocp:play,si us plau posa'm cançons dels anys vuitanta
ca,ocp:play,nit freda per ser abril
ca,ocp:play,busca cançons de la meva llista d'èxits
ca,ocp:play,si us plau posa la última cançó del disc abbas
ca,ocp:play,si us plau podries posar la cançó de l'artista suu
ca,ocp:play,podries reproduir la cançó de serrat
ca,ocp:play,si us plau reprodueix només música pop mix
ca,ocp:play,si us plau posa només cançons tristes al reproductor de música
ca,ocp:play,si us plau reprodueix cançons de els pets
ca,ocp:play,posa música techno
ca,ocp:play,reprodueix la música
ca,ocp:play,pots posar música
ca,ocp:play,posa la raja de tu falda d'estopa
ca,ocp:play,posa al cançó prèvia
ca,ocp:play,reprodueix música dels buhos
ca,ocp:play,reprodueix música dels pets per a mi
ca,ocp:play,posa les cançons de festa de la meva llista de reproducció
ca,ocp:play,escoltar els meus preferits
ca,ocp:play,toca la cançó silenciosa
ca,ocp:play,acarona les meves orelles amb camela
ca,ocp:play,posa alguna cançó bona de la meva llista de reproducció
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,diga'm un acudit bo per a mi ara mateix
ca,ocp:play,vull que em posis la cançó aniversari
ca,ocp:play,posa les cançons preferides
ca,ocp:play,afegeix la cançó seleccionada
ca,ocp:play,posa música rap
ca,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,troba acudits divertits
ca,common_query:common_query,quan comença oficialment la champions league
ca,ocp:play,reprodueix la meva emissora de ràdio
ca,ocp:play,posa rac u
ca,ocp:play,que algú posi la ràdio
ca,ocp:play,posa la meva emissora
ca,ocp:play,pots engegar la ràdio
ca,ocp:play,ves a l'emissora cent sis coma nou
ca,ocp:play,encèn la ràdio i posa el dial cent sis punt nou
ca,ocp:play,vull escoltar la ràdio
ca,ocp:play,si us plau sintonitza cent dos punt vuit f. m.
ca,ocp:play,obre l'app de ràdio
ca,ocp:play,sintonitza rac u
ca,ocp:play,posa flaix f. m.
ca,ocp:play,a la ràdio només ha de sonar rac u
ca,ocp:play,posa boig per tu
ca,ocp:play,posa rac cent cinc
ca,ocp:play,sintonitza kiss f. m.
ca,ocp:play,posa kiss f. m.
ca,ocp:play,posa la ràdio ara
ca,ocp:play,engega la ràdio
ca,ocp:play,si us plau posa rac u ara mateix
ca,ocp:play,si us plau escaneja el dial de la ràdio ara mateix
ca,ocp:play,alexa canvia l'emissora
ca,ocp:play,posa la ràdio per favor
ca,ocp:play,comença una mica de música a la ràdio
ca,ocp:play,posa rac u a la ràdio
ca,ocp:play,escoltar la ràdio
ca,ocp:play,emissores de ràdio
ca,ocp:play,posem cançons populars a la ràdio
ca,ocp:play,anem a reproduir èxits musicals
ca,ocp:play,sintonitza el noranta dos punt cinc a la ràdio
ca,ocp:play,reprodueix rac u
ca,ocp:play,ei google posa la ràdio
ca,ocp:play,posa el canal de ràdio kiss f. m.
ca,ocp:play,inicia el canal de ràdio de rac u
ca,ocp:play,inicia la ràdio
ca,ocp:play,vull escoltar una emissora de música pop
ca,ocp:play,pots posar una cançó de rap a la ràdio
ca,ocp:play,posa la cançó caminem lluny
ca,ocp:play,reprodueix hip hop dels noranta
ca,ocp:play,posa una emissora de country
ca,ocp:play,podries si us plau posar l'emissora f. m. on posen música pop
ca,ocp:play,posa rac cent cinc
ca,ocp:play,si us plau troba l'estació de ràdio que estiga reproduint ara mateix miki núñez
ca,ocp:play,posa qualsevol canal de pop
ca,ocp:play,posa l'últim programa de ràdio de hoy por hoy
ca,ocp:play,posa el programa kiss f. m.
ca,ocp:play,posa la resistència i que se senti als meus altaveus
ca,ocp:play,posa boig per tu a la ràdio
ca,ocp:play,escoltem les últimes notícies de la ràdio
ca,ocp:play,vull escoltar el programa del berto romero
ca,ocp:play,posa música romàntica a rac cent cinc
ca,ocp:play,reprodueix station gx a la ràdio
ca,ocp:play,pots posar-me aquest programa
ca,ocp:play,posa una ràdio amb cançons ininterrompudes
ca,ocp:play,posa la sèrie de concerts en directe de sau
ca,ocp:play,ok google posa noranta tres punt nou
ca,ocp:play,canvia l'emissora a cent cinc
ca,ocp:play,posa la competència a kiss f. m.
ca,ocp:play,busca pòdcasts que parlen de coses d'homes
ca,ocp:play,cançons de ràdio flaixbac
ca,ocp:play,posa la ràdio country
ca,ocp:play,posa'm el programa d'aquest matí de cent u punt nou
ca,ocp:play,posa la nit dels ignorants a la ràdio del cotxe
ca,ocp:play,pots posar t'he trobat a faltar a la ràdio de l'habitació
ca,ocp:play,si us plau pots ajudar-me a escoltar la ràdio
ca,ocp:play,posa'm catalunya ràdio
ca,ocp:play,ràdio si us plau
ca,ocp:play,comença la meva llista de reproducció a catalunya ràdio
ca,ocp:play,obre spotify i obre l'entrenament
ca,ocp:play,obre netflix a la meva p. s. quatre
ca,ocp:play,posa'm una cançó animada pels altaveus
ca,ocp:play,vull escoltar bailar pegados de sergio dalma
ca,ocp:play,pots reproduir el meu audiollibre preferit d'en tarzan
ca,ocp:play,reprèn el meu audiollibre de dolores redondo
ca,ocp:play,pots posar elles també maten
ca,ocp:play,reprèn harry potter per on el vaig deixar l' últim cop
ca,ocp:play,pausa el llibre
ca,ocp:play,obre l'àudiollibre d'història de roma
ca,ocp:play,repren la reproducció de boig per tu
ca,ocp:play,reprodueix biografia de pasqual maragall
ca,ocp:play,reprodueix fum fum fum
ca,ocp:play,obre multimèdia reprodueix fum fum fum
ca,ocp:play,reprèn pedra de tartera
ca,ocp:play,reprèn el llibre quatre de harry poter
ca,ocp:play,obre l'audiollibre del pont dels jueus
ca,ocp:play,em podries reproduir música clàssica si us plau
ca,ocp:play,reproduexi la bogeria
ca,ocp:play,olly anem a escoltar la dona immòbil
ca,ocp:play,deixa de tocar
ca,ocp:play,posa l' audiollibre dels planetes
ca,ocp:play,segueix llegint-me l'audiollibre
ca,ocp:play,continua llegint laudiollibre
ca,ocp:play,reprodueix les cançons romàntiques
ca,ocp:play,reprèn l'església del mar
ca,ocp:play,obre l'audiollibre del harrypotter i reprodueix-lo des d'on ho vam deixar
ca,ocp:play,si us plau reprodueix això en audiollibre
ca,ocp:play,reprèn la cançó de l'audiollibre dels pets
ca,ocp:play,continua l'últim capítol de l'audiollibre que estava escoltant
ca,ocp:play,continúa pedra de tartera desde on ho vaix deixar l'últim cop
ca,ocp:play,alexa comença l'art de portar gavardina per on el vaig deixar
ca,ocp:play,posa un altre cop la reproducció d'àudio de crepuscle
ca,ocp:play,posa el llibre de crepuscle
ca,ocp:play,la meva elecció de reproduir un audio desde el començament
ca,ocp:play,reprodueix el meu llibre preferit
ca,ocp:play,llegeix una mica més del llibre de pilar rahola
ca,ocp:play,reprèn el meu audiollibre sisplau
ca,ocp:play,si us plau posa l'àudio de la plaça del diamant
ca,ocp:play,segueix reproduint benvolguda
ca,ocp:play,comença el capítol cinc de la poma de newton
ca,ocp:play,torna a posar tacones rojos de sebastián yatra
ca,ocp:play,posa'm un audiollibre qualsevol que sigui d'amor
ca,ocp:play,continua reproduint terra baixa
ca,ocp:play,juga amb mi a algun joc
ca,ocp:play,inicia super mario
ca,ocp:play,juga scrabble amb mi
ca,ocp:play,obre l'app d'escacs i comença una partida
ca,ocp:play,juguem a hundir la flota
ca,ocp:play,si us plau posa clash of clans
ca,ocp:play,si us plau posa smash bros
ca,ocp:play,juguem al joc del tres en ratlla
ca,ocp:play,juga al joc amb mi
ca,ocp:play,podries obrir-me el joc temple run
ca,ocp:play,arrenca el joc
ca,ocp:play,jugar a ping pong
ca,ocp:play,juga amb mi al tres en ratlla
ca,ocp:play,juga a futbol amb mi
ca,ocp:play,vull jugar a fifa disset
ca,ocp:play,olly juga al poker amb mi
ca,ocp:play,juga per mi el joc harry potter i la cambra secreta
ca,ocp:play,comença una partida d'escacs sisplau m'agradaria jugar amb tu
ca,ocp:play,comença un joc i juga amb mi
ca,ocp:play,juguem a un dos tres picaparet
ca,ocp:play,posa papa pear saga
ca,ocp:play,reprodueix papa pear saga
ca,ocp:play,juga als escacs
ca,ocp:play,juga al joc
ca,ocp:play,juga una partida a contra com a segon jugador
ca,ocp:play,hauriem de jugar mario kart a alta velocitat
ca,ocp:play,inicia escacs competitiu per nosaltres
ca,ocp:play,si us plau obre l'aplicació d'escacs i juga amb mi
ca,ocp:play,obri una partida de parxís per a tu i jo
ca,common_query:common_query,em podries fer una llista dels hotels de cinc estrelles a parís
ca,ocp:play,ei posa la propera gravació
ca,ocp:play,salta al pòdcast següent
ca,ocp:play,posa la següent
ca,ocp:play,reprodueix un podcast de la meva biblioteca
ca,ocp:play,troba un podcast interessant sobre els guanyadors del premi pritzker
ca,ocp:play,posa el podcast següent
ca,ocp:play,posa la propera
ca,ocp:play,reprodueix el següent capítol d' harry potter de j. k. rowling
ca,ocp:play,ves al pòdcast i posa el següent capítol de plats bruts
ca,ocp:play,posa el podcast de nadie sabe nada
ca,ocp:play,puja tots els meus pòdcasts
ca,ocp:play,reprodueix el podcast de les golfes
ca,ocp:play,posa el següent podcast de islàndia
ca,ocp:play,posa el podcast que escoltava ahir
ca,ocp:play,posa l'episodi següent d'un podcast
ca,ocp:play,quins són els podcasts principals d'avui
ca,ocp:play,posa un pòdcast sobre contingut del barça
ca,ocp:play,mostra'm el millor pòdcast de cançons de rock amb bona crítica
ca,ocp:play,reprodueix aleatòriament tota la música lenta
ca,ocp:play,reprodueix el meu podcast més visualitzat
ca,ocp:play,hi ha nou podcast de la competència
ca,ocp:play,troba l'últim podcast de disney
ca,ocp:play,passa a l'episodi següent de gent de merda
ca,ocp:play,reprodueix el següent episodi del podcast
ca,ocp:play,olly reprén el podcast que vaig començar anit
ca,ocp:play,reprodueix el podcast dels viatgers de la gran anaconda
ca,ocp:play,torna al capítol anterior del podcast
ca,ocp:play,posa'm el podcast del joan
ca,ocp:play,vull escoltar un podcast
ca,ocp:play,pots descarregar si us plau l'arxiu disponible del meu pòdcast i posar-lo
ca,ocp:play,si us plau passa al següent episodi del pòdcast
ca,ocp:play,comença l’episodi següent
ca,ocp:play,posa l'últim pòdcast de liz duval
ca,ocp:play,comença a reproduir el meu podcast més recent
ca,ocp:play,retrocedeix trenta segons
ca,ocp:play,posa oye polo
ca,ocp:play,si us plau reprodueix el podcast per mi
ca,ocp:play,ves a l'episodi següent del pòdcast
ca,ocp:play,si us plau reprodueix l'últim podcast de bill simmons
ca,ocp:play,vull escoltar l'últim pòdcast de crims
ca,ocp:play,fica podcasts d'europa f. m.
ca,ocp:play,passa a la secció següent
ca,ocp:play,passa al següent episodi del podcast
ca,ocp:play,torna al darrer episodi d'aquest pòdcast
ca,ocp:play,vull escoltar un pòdcast d'esports
ca,ocp:play,posa el pòdcast més recent de crims
ca,ocp:play,reprodueix el meu podcast preferit si us plau
ca,ocp:play,reprèn el podcast sobre sèries
ca,ocp:play,reprodueix l'anterior podcast
ca,ocp:play,comença a reproduir ràdio pirata
ca,ocp:play,posa el proper episodi del pòdcast
ca,ocp:play,torna a reproduir el meu darrer podcast
ca,ocp:play,ei google podem escoltar els pòdcast del búnquer
ca,ocp:play,escoltem el podcast de crims
ca,ocp:play,vull veure el següent podcast disponible
ca,ocp:play,ei posa el meu pòdcast preferit de la llista
ca,ocp:play,afegeix els pòdcasts favorits a la llista i reprodueix-la
ca,ocp:play,comença el proper pòdcast
ca,ocp:play,reprodueix tots els episodis de deforme semanal de la setmana passada
ca,ocp:play,vull que posis el podcast
ca,common_query:common_query,quin és l'edifici més alt del món
ca,ovos-skill-wordnet.openvoiceos:definition.intent,defineix forense si us plau
ca,ovos-skill-wordnet.openvoiceos:definition.intent,quina es la definició de forense
ca,common_query:common_query,quin és el pic més alt del món
ca,ovos-skill-wordnet.openvoiceos:definition.intent,què significa turbulència
ca,ovos-skill-wordnet.openvoiceos:definition.intent,comprova la definició de capritxós
ca,common_query:common_query,quants anys té la pastora soler
ca,ovos-skill-wordnet.openvoiceos:definition.intent,mira la definició de ficar la pota
ca,common_query:common_query,quant és dos-cents entre deu
ca,common_query:common_query,quina és l'arrel quadrada de nou
ca,ovos-skill-wordnet.openvoiceos:definition.intent,quines són les definicions de taronja
ca,common_query:common_query,per què no fa gràcia dani rovira
ca,common_query:common_query,quan és l'aniversari de julio iglesias
ca,common_query:common_query,diga'm l'adressa de toni albà
ca,common_query:common_query,qui és l'actual primer ministre d' espanya
ca,common_query:common_query,quant és u més u
ca,common_query:common_query,quant fan u més u
ca,common_query:common_query,quina és la capital de nigèria
ca,common_query:common_query,quin és el factorial de deu
ca,common_query:common_query,com de gran és el cosmos
ca,common_query:common_query,quan és la data d'aniversari de miguel ángel silvestre
ca,ovos-skill-wordnet.openvoiceos:definition.intent,parla'm sobre l'huracà
ca,common_query:common_query,saps quin és el número de telèfon de la jessica snout
ca,ovos-skill-wordnet.openvoiceos:definition.intent,què vol dir oscil·lar
ca,ovos-skill-wordnet.openvoiceos:definition.intent,lletreja i defineix oscil·lar
ca,common_query:common_query,calcula dos per dos
ca,common_query:common_query,quina és l'arrel de sis-cents trenta-cinc
ca,common_query:common_query,què li va passar a en joanot martorell el primer novembre
ca,common_query:common_query,si us plau dóna'm informació sobre l'adolfo suárez
ca,common_query:common_query,quants diners va guanyar amancio ortega
ca,ovos-skill-wordnet.openvoiceos:definition.intent,quina és la definició de la paraula perpetu
ca,common_query:common_query,qui és famós
ca,common_query:common_query,què fan els famosos
ca,common_query:common_query,quan és dos més dos
ca,common_query:common_query,alexa tinc diners pel que queda aquest mes quan puc gastar cada dia
ca,common_query:common_query,quina mida té lespermatozou duna balena
ca,common_query:common_query,quant és dotze més cent noranta-sis
ca,ovos-skill-wordnet.openvoiceos:definition.intent,quina és la definició de la paraula oportunitat
ca,common_query:common_query,quina és la suma dels dos números quatre i sis
ca,common_query:common_query,quants estats tenen la pena de mort
ca,common_query:common_query,quin és el deu per cent de quaranta dòlars
ca,common_query:common_query,ensenya'm la resposta a aquest problema dos cents quaranta sis més sis cents cinquanta quatre
ca,common_query:common_query,quant fan quatre més cinc
ca,common_query:common_query,quants anys té quim monzó
ca,common_query:common_query,quant és dotze entre quatre
ca,common_query:common_query,digue'm quin és el producte de divuit i trenta-u
ca,common_query:common_query,quan va ser que els estats units aconseguí la llibertat
ca,common_query:common_query,olly quina és la capital del tarragonès
ca,ovos-skill-wordnet.openvoiceos:definition.intent,dóna la definició de motivació
ca,common_query:common_query,quantes potes té un gos
ca,common_query:common_query,per què les balenes són grans
ca,common_query:common_query,quina ha estat la darrera pel·lícula protagonitzada per sergi lópez
ca,common_query:common_query,quant és sis entre dos
ca,common_query:common_query,quant medeix antonio banderas
ca,common_query:common_query,convertidor de divises
ca,common_query:common_query,quan van fer la última pel·lícula premiada per l'acadèmia
ca,common_query:common_query,quina és l'alçada del pedraforca
ca,common_query:common_query,quina es la capital de catalunya
ca,common_query:common_query,on es troba nova zelanda al mapa
ca,common_query:common_query,em pots dir on va néixer steve jobs
ca,common_query:common_query,em pots confirmar si la rosalía està casada
ca,common_query:common_query,on passen l'estona la majoría de famosos
ca,ovos-skill-wordnet.openvoiceos:definition.intent,quina és la taula més gran
ca,common_query:common_query,quan és l'aniversari de l'arnold schwarzenegger
ca,common_query:common_query,quin és el valor de les lliures ara mateix
ca,common_query:common_query,em pots dir quants estómacs té una vaca
ca,common_query:common_query,en quantes obres ha estat julio manrique
ca,common_query:common_query,quina marca d'esprai pels cabells fa servir donald trump
ca,common_query:common_query,quin és el preu del dòlar en i. n. r.
ca,common_query:common_query,ha augmentat el valor del dòlar
ca,common_query:common_query,quina és la tarifa de canvi de moneda més habitual la la xina
ca,ovos-skill-wordnet.openvoiceos:definition.intent,què és una cadira
ca,common_query:common_query,de quin color són les cadires
ca,common_query:common_query,on és el meridià principal
ca,ovos-skill-wordnet.openvoiceos:definition.intent,què és un sistema electrònic d'emissions
ca,ovos-skill-wordnet.openvoiceos:definition.intent,descriu un rotor
ca,ovos-skill-wordnet.openvoiceos:definition.intent,què és un mango
ca,common_query:common_query,realment pots veure rússia des d'alaska
ca,common_query:common_query,mostra informació sobre la taxa de canvi del dòlar al ien
ca,common_query:common_query,quins són les taxes de canvi entre el dòlar i el ien
ca,common_query:common_query,quina es la taxa de canvi per espanya
ca,common_query:common_query,quin és el valor de la moneda de la xina
ca,common_query:common_query,quants anys té ariadna gil
ca,common_query:common_query,què és un parsec
ca,common_query:common_query,dos per dos es
ca,common_query:common_query,com de lluny està terrassa de manresa
ca,ovos-skill-wordnet.openvoiceos:definition.intent,pots descriure una targeta de crèdit
ca,common_query:common_query,està casat el jordi bosch
ca,common_query:common_query,quina és la taxa de canvi entre dòlar americà i euro
ca,common_query:common_query,quantes milles quadrades té un país mitjà a la terra
ca,ovos-skill-wordnet.openvoiceos:definition.intent,quina és la definició de subjecte
ca,common_query:common_query,a quina distància està el sol
ca,common_query:common_query,quin és el tipus de canvi de la moneda de mèxic
ca,common_query:common_query,on hi ha més volcans a la terra
ca,common_query:common_query,quan va morir nino bravo
ca,ovos-skill-wordnet.openvoiceos:definition.intent,quina és la definició de lògica
ca,common_query:common_query,on és el parc d’aigües tortes i sant maurici
ca,common_query:common_query,si us plau cerca la localització i informació del mont rushmore
ca,ovos-skill-wordnet.openvoiceos:definition.intent,com descriuries un feliç aniversari
ca,common_query:common_query,si us plau dóna'm informació del michael jackson
ca,common_query:common_query,quina temperatura fa a barcelona catalunya
ca,common_query:common_query,em pots parlar de pau gasol
ca,common_query:common_query,de dòlar a euro
ca,ovos-skill-wordnet.openvoiceos:definition.intent,definició de vida
ca,ovos-skill-wordnet.openvoiceos:definition.intent,pots dir-me què significa estupefacte
ca,common_query:common_query,quan va néixer joan maragall
ca,common_query:common_query,en quant està valorat en pau gasol
ca,common_query:common_query,quin és el valor de l'euro
ca,common_query:common_query,a on està situada laos
ca,common_query:common_query,valor del dòlar actual
ca,ovos-skill-wordnet.openvoiceos:definition.intent,patint les conseqüències
ca,common_query:common_query,quin és el preu mitjà d'una casa
ca,ovos-skill-wordnet.openvoiceos:definition.intent,descriu a un peresós
ca,common_query:common_query,explica'm tot el que sàpigues sobre els peresosos
ca,common_query:common_query,quan és l'aniversari de la rebecca rubio
ca,common_query:common_query,quines són les coordenades de l'equador
ca,common_query:common_query,un més dos és igual a
ca,common_query:common_query,si un llapis val quatre euros i un llibre deu quan hauré de pagar si compro dos llapis i tres llibres
ca,common_query:common_query,quina és la taxa de canvi entre dòlar americà i euro
ca,common_query:common_query,digue'm quan va néixer l'obama
ca,common_query:common_query,on està moldàvia
ca,common_query:common_query,quant medeix el hulk hogan
ca,common_query:common_query,quines són les taxes de canvi d'aquesta regió
ca,common_query:common_query,quin any va començar a actuar david verdaguer
ca,common_query:common_query,quan va ser l'aniversari de nino bravo
ca,common_query:common_query,quant és un dòlar en rúpies índies
ca,common_query:common_query,on viu actualment quim gutiérrez
ca,common_query:common_query,on és montserrat
ca,ovos-skill-wordnet.openvoiceos:definition.intent,dóna detalls de sorra de roca
ca,ovos-skill-wordnet.openvoiceos:definition.intent,descriu la sorra
ca,common_query:common_query,on es troben les piràmides
ca,common_query:common_query,mostra detalls geogràfics de les piràmides
ca,common_query:common_query,mostra la biografia de la rihanna
ca,ovos-skill-wordnet.openvoiceos:definition.intent,si us plau digues me quina és la definició de cilindre
ca,common_query:common_query,quant val la lliura esterlina
ca,ovos-skill-wordnet.openvoiceos:definition.intent,que són les bambes converse
ca,common_query:common_query,quines ulleres de sol es consideren d'aviadors
ca,common_query:common_query,informació sobre europa
ca,common_query:common_query,busca pel lloc
ca,common_query:common_query,on va anar a la universitat úrsula corberó
ca,common_query:common_query,kim kardashian porta converse
ca,common_query:common_query,a quina distància està canadà respecte la meva ubicació actual
ca,common_query:common_query,resposta per a tres per quatre
ca,common_query:common_query,quin valor té el dòlar a canadà
ca,common_query:common_query,en quines pel·lícules ha actuat aida oset
ca,common_query:common_query,quant val el dòlar dels e. u. a. en comparació amb la lliura
ca,common_query:common_query,quin valor té l'euro comparat amb el dòlar
ca,common_query:common_query,detalls de la persona
ca,common_query:common_query,pots calcular nou més dos
ca,ovos-skill-wordnet.openvoiceos:definition.intent,eii què és un llibre
ca,common_query:common_query,parla'm de lleida
ca,common_query:common_query,quin és el canvi entre pesos i iens
ca,common_query:common_query,mostra la localització geogràfica de la índia
ca,common_query:common_query,quant val el patrimoni de leonardo dicaprio
ca,common_query:common_query,com de gran es galicia
ca,common_query:common_query,quina és la grandària d'estats units
ca,common_query:common_query,quin color té una fruita del dragó
ca,common_query:common_query,on va néixer josep rubau
ca,ovos-skill-wordnet.openvoiceos:definition.intent,què és una hipòtesi
ca,common_query:common_query,quina és la resposta a l'univers
ca,common_query:common_query,quantes petxines va vendre la conxita al costat de la platja
ca,common_query:common_query,diga'm la professió de la celebritat
ca,ovos-skill-wordnet.openvoiceos:definition.intent,definició de velocitat
ca,common_query:common_query,com és de gran la sagrada família
ca,common_query:common_query,quin és el punt més profund de la terra
ca,ovos-skill-wordnet.openvoiceos:definition.intent,descriu el disc dur de l'ordinador
ca,common_query:common_query,quin oceà toca el nostre continent
ca,common_query:common_query,l'angelina farà una nova pel·lícula aquest any
ca,ovos-skill-wordnet.openvoiceos:definition.intent,què és un caftan
ca,common_query:common_query,troba taxa de canvi de dòlar a lliura
ca,common_query:common_query,quina és la capital de mèxic
ca,common_query:common_query,on és la palma
ca,common_query:common_query,quina va ser la primera pel·lícula de quim gutiérrez
ca,common_query:common_query,pink té un bebè
ca,common_query:common_query,taxa de canvi entre euro i dòlar
ca,common_query:common_query,busca la ruta
ca,common_query:common_query,quan es va construir el liceu
ca,ovos-skill-wordnet.openvoiceos:definition.intent,dóna'm la descripció d'un smartphone
ca,common_query:common_query,olly en quantes reunions va participar mahatma gandhi
ca,common_query:common_query,qui és l'actual primer ministre de rússia
ca,common_query:common_query,si us plau resumeix l'últim llibre del george r. r. martin gel and foc
ca,common_query:common_query,on va néixer joan de serrallonga
ca,common_query:common_query,quin preci té el dòlar
ca,common_query:common_query,avisa'm quan el canvi entre la lliura i el dòlar sigui com espero
ca,common_query:common_query,busca informació geogràfica d'aquest lloc
ca,common_query:common_query,parla'm sobre alemanya
ca,common_query:common_query,quin és el volcà actiu més gran del món
ca,common_query:common_query,quan tardaré en viatjar al japó des de corea del sud
ca,ovos-skill-wordnet.openvoiceos:definition.intent,dona'm la descripció d'un circuit d'un televisor
ca,ovos-skill-wordnet.openvoiceos:definition.intent,dóna'm la descripció d'un circuit d'un telèfon mòbil
ca,common_query:common_query,quants habitants té barcelona
ca,common_query:common_query,canvi de moneda
ca,common_query:common_query,durant quants anys va ser abraham lincoln president dels estats units
ca,common_query:common_query,la rosalía va deixar el rauw alejandro
ca,common_query:common_query,en quina pel·lícula està treballant la jennifer lawrence
ca,common_query:common_query,divideix dos-cents entre quatre
ca,common_query:common_query,taxes d'intercanvi estrangeres
ca,ovos-skill-wordnet.openvoiceos:definition.intent,defineix què és una esfera
ca,common_query:common_query,quina és la població de rússia
ca,common_query:common_query,quien és el tipus de canvi de l'euro i el dòlar
ca,common_query:common_query,quin és l'any de naixement de pedro sánchez
ca,ovos-skill-wordnet.openvoiceos:definition.intent,descriu l'objecte xy
ca,common_query:common_query,quina afició té en roger pera
ca,common_query:common_query,qui és el primer ministre de rússia
ca,ovos-skill-wordnet.openvoiceos:definition.intent,ok google què és un president
ca,ovos-skill-wordnet.openvoiceos:definition.intent,què és exactament un empastament de resina
ca,ovos-skill-wordnet.openvoiceos:definition.intent,explica què era la trinca
ca,common_query:common_query,ok google on viu l'emma vilarasau
ca,common_query:common_query,on viu la penélope cruz
ca,common_query:common_query,com està el canvi euro dòlar ara mateix
ca,common_query:common_query,quina és la capital del kazakhstan
ca,common_query:common_query,divideix setanta-sis en dues parts
ca,ovos-skill-wordnet.openvoiceos:definition.intent,dóna'm una definició de la paraula pontificat
ca,common_query:common_query,valor del canvi de dòlar a euro
ca,common_query:common_query,en quant està valorat el dòlar en comparació amb l'euro
ca,ovos-skill-wordnet.openvoiceos:definition.intent,com descriuries una bola
ca,common_query:common_query,digues-me quin és l'oceà més gran del món
ca,common_query:common_query,quina és la diferencia entre el calendari romà i gregorià
ca,common_query:common_query,quina es la composició de la cadira
ca,common_query:common_query,quin és el lloc preferit de serrat
ca,common_query:common_query,per comparar la gent
ca,common_query:common_query,quina es la densitat neutral de un filtre vull un gradient o un sòlid i també seria millor un estil entre el cargol i el quadrat
ca,ovos-skill-wordnet.openvoiceos:definition.intent,pots explicar-me el significat d'exorbitant si us plau
ca,common_query:common_query,quina es la taxa de canvi per una lliura britànica
ca,common_query:common_query,quines són les condicions climàtiques d'aquella zona
ca,common_query:common_query,quin és l'estat menys propens a tenir huracans als estats units
ca,ovos-skill-wordnet.openvoiceos:definition.intent,si us plau descriu aquest objecte per mi
ca,common_query:common_query,en quin camp excel·leix aquesta persona
ca,common_query:common_query,on va néixer adolfo suárez
ca,common_query:common_query,quan sortirà el proper àlbum de joan dausà
ca,common_query:common_query,digues la taxa de canvi entre dòlar americà i euro
ca,common_query:common_query,dona'm informació sobre la geografia de frança
ca,common_query:common_query,necessito alguns detalls sobre joaquim gutiérrez si us plau ajuda'm
ca,common_query:common_query,quina es la taxa de canvi prevista entre el dòlar i la rúpia índia
ca,ovos-skill-wordnet.openvoiceos:definition.intent,descripció de l'iphone set
ca,common_query:common_query,quina és la propear pel·lícula d'en lluís homar
ca,ovos-skill-wordnet.openvoiceos:definition.intent,què significa situació
ca,common_query:common_query,quan val un dòlar en lliures
ca,common_query:common_query,quants anys té javier cámara
ca,common_query:common_query,quant és un dòlar en euros
ca,common_query:common_query,olly on comencen els pirineus
ca,common_query:common_query,quin pol és més fred sud o nord
ca,common_query:common_query,quants anys té el nou novio de la carmen machi
ca,common_query:common_query,informació sobre júlia roca si us plau
ca,common_query:common_query,pep on es van establir primer els americans
ca,ovos-skill-wordnet.openvoiceos:definition.intent,fes-me una descripció d'una tele samsung
ca,common_query:common_query,busca el número de persones que viuen a barcelona catalunya
ca,common_query:common_query,a quina regió es troba barcelona
ca,common_query:common_query,siri si us plau comprova tases de canvi de moneda
ca,common_query:common_query,quants euros puc aconseguir per un dòlar
ca,ocp:play,m'agradaria escoltar bon dia dels pets
ca,ocp:play,posa barcelona de queen
ca,ocp:play,reprodueix el meu cos
